householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t29,pctWWage,pctWSocSec,pctWPubAsst,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,PctPopUnderPov,PctNotHSGrad,PctUnemployed,MalePctNevMarr,TotalPctDiv,PctKidsBornNeverMar,PctImmigRec5,PctPersDenseHous,MedRentPctHousInc,PctSameCity85,PopDens,ViolentCrimesPerPop,nonViolPerPop
2.72,7.02,91.7,0.72,1.67,25.11,82.17,28.35,4.44,15313,15639,11213,16215,2667,17222,13567,6.77,25.29,4.46,26.31,10.28,2.17,18.8,1.99,24.6,84.67,1020.1,295.04,2217.57
2.95,1.09,98.33,0.34,0.5,25.42,88.38,17.86,2.95,16397,16378,11234,19363,30086,17683,18133,4.3,17.05,3.02,22.86,8.12,0.56,12.89,0.71,21.4,72.04,819.5,133.87,2996.93
2.27,5.61,91.38,2.17,2.24,28.47,83.41,26.27,2.75,16514,16643,16105,40218,12425,12468,14163,2.77,25.96,4.89,32.19,12.43,1.68,25.78,1.45,24.5,71.25,4818.2,300.04,3951.38
3.36,17.62,65.95,13.9,5.9,38.09,90.74,16.99,3.42,17047,18294,15764,26626,13708,10910,13225,2.88,15.72,4.6,44.51,6.83,2.7,28.41,4.23,24.4,66.71,2419.6,313.89,2631.36
2.98,2.7,95.94,0.41,0.89,27.7,87.28,20.42,2.9,17272,17818,240,12219,14972,933,6946,2.87,12.96,4.31,33.65,7.69,0.97,9.28,1.7,21.7,61.48,322.8,?,2306.66
2.8,14.69,80.5,1.79,4.87,24.73,78.87,31.45,5.33,14720,15315,12692,15550,14573,9011,9411,5.46,25.15,4.26,29.82,9.35,3.38,7.57,1.97,26.9,83.85,3181.5,559.86,5439.81
2.47,1.76,95.02,2.76,2.02,20.6,76.59,35.78,1.92,27183,27254,19172,0,30577,11845,14689,1.73,10.5,2.54,26.48,6.58,0.98,18.96,0.65,24.4,87.35,4770.2,188.13,1960.93
2.8,7.95,91.12,0.71,1.07,27.11,83.16,27.49,4.18,15062,15075,15250,15353,3370,31744,15101,4.15,21.62,2.91,28.62,9.52,1.63,10.99,1.4,25.3,91.46,2156.5,281.76,2974.9
2.7,4.2,93.96,1.28,1.32,27.88,89.8,15.66,1.1,21387,21617,15712,59511,25288,8778,17448,1.55,6.44,3.06,29.44,7.87,0.36,18.46,0.59,23,66.9,923.7,71.35,4043.13
3.01,1.9,94.96,2.66,2.71,24.87,83.13,26.88,3.38,21882,22043,13085,14323,25028,9750,20620,2.43,15.09,4.65,28.96,5.9,0.74,8.8,0.98,28.1,82.7,1600.5,68.68,1572.73
2.72,1.02,98.08,0.56,0.76,26.72,74.18,36.68,1.74,21610,21780,10037,0,20809,6000,8527,4.73,16.3,2.8,28.84,6.47,0.42,7.51,0.92,21.5,82.14,1627.4,70.19,3272.79
2.91,0.46,99.05,0.4,0.37,22.68,78.64,29.17,3.73,13570,13614,3824,0,14722,0,3976,3.75,17.69,5.87,23.49,4.98,0.71,0,0.67,22,86.03,507.3,101.21,3500.34
2.83,0.31,96.46,3.2,0.67,22.89,75.13,29.06,2.54,29971,30510,4604,0,18662,0,8131,2.33,8.97,2.72,26.63,3.91,0.2,9.24,0.67,27.6,81.71,1561.2,83.56,2105.79
2.71,1.06,96.63,1.81,1.04,19.25,77.48,29.92,2.79,19703,19965,11252,10654,13279,7150,9682,2.42,17.21,2.34,20.84,6.78,0.75,11.53,0.7,22.2,82.27,1162.1,125.96,2995.85
2.85,0.47,98.97,0.38,0.45,25.19,87.65,17.65,1.84,16494,16438,36008,16000,10084,24000,27847,2.54,9.51,4.56,22.18,7.53,0.67,11.76,0.62,22.4,64.62,627.3,6.64,1592.89
2.95,1.47,97.91,0.26,0.68,23.78,87.96,17.82,2.82,18058,18308,3555,5931,16707,12982,20874,3.23,15.53,3.55,24.75,8.24,0.58,13.74,1.42,23.8,67,389.8,?,2209.49
2.45,3.94,93.73,2.08,0.87,23.42,87.38,19.55,1.39,34078,35005,15786,11224,26899,31898,32610,1.8,5.15,2.32,29.08,8.45,0.64,26.74,0.55,25.4,63.38,1363.7,105.23,1918.69
3.04,1.04,92.63,6.21,2.31,23.75,85.65,28.5,2.64,22546,22835,23547,37000,17673,35000,17703,1.23,15.65,2.97,29.76,5,0.15,12.28,0.66,20.6,84.13,1044.2,92.04,1773.91
2.79,3.54,94.3,1.57,1.73,26.68,84.99,25.23,4.29,15443,15468,15494,24977,14830,8496,13754,4.28,17.56,4.5,27.81,9.56,1.6,17.95,1.68,24.9,83.82,1516.5,137.66,2778.4
2.93,0.41,98.7,0.79,0.49,20.11,85.65,21.34,1.85,24417,24061,15840,0,55392,4082,17122,2.51,7.86,3.39,21.73,4.81,0.46,4.93,0.24,21.2,73.12,712.7,20.39,1549.65
2.94,1.59,96.89,0.88,2.52,24.59,76.99,28.52,2.54,13115,13077,11956,14074,21503,11661,11956,5.43,20.83,5.46,22.89,7.78,1.89,10.85,1.01,28.4,73.65,351.2,103.18,1690.61
2.75,1.48,97.16,0.48,1.36,26.35,83.68,22.19,3.92,17355,17476,15225,9357,6285,41900,13822,3.77,14.9,5.94,24.96,8.96,1.37,2.87,1.36,16.8,92.24,311.3,?,4083.88
2.76,0.24,99.45,0.22,0.28,23.25,75.98,32.89,3.79,13405,13419,16805,6260,10655,7209,9075,5.32,17.09,6.27,24.98,5.92,0.57,6.07,0.7,22.2,89.1,991,101.26,1386.17
2.97,0.76,97.85,0.95,1.19,23.99,87.3,21.42,3,17091,17147,3320,0,29133,3715,5402,3.11,16.51,1.98,23.62,6.39,0.43,11.88,1.09,24.4,79.93,379.5,55.76,2090.88
3.06,5.29,92.35,1.78,1.4,23.73,83.87,31.86,3.86,19389,19818,13255,16444,12341,25636,18352,2.34,14.58,4.1,29.12,4.94,0.67,9.33,0.84,30.7,87.93,1851.6,247.89,2994.77
2.83,8.04,86.58,4.52,2.58,30.45,84.63,23.14,2.67,23605,24100,22276,5021,19372,13711,11148,3.72,12.38,3.01,36.93,7.48,2.18,23.23,1.21,25.6,66.36,1124,264.12,7399.16
2.77,1.41,96.17,1.92,1.14,22.49,81.77,22.7,2.9,22632,22649,17506,3591,29157,14169,21407,3.66,11,4.07,23.33,7.89,0.96,9.81,0.77,24.2,82.84,1356.3,111.56,4376.74
3.02,6.94,90.21,2.25,1.19,27.35,86.77,22.17,2.25,17182,17575,13716,11378,12069,8333,10819,1.88,18.14,4.38,30.59,7.42,2.43,12.21,1.24,27.1,88.13,1915.4,378.11,3024.91
2.49,4.27,94.32,1.07,1.06,22.97,70.27,36.26,5.86,15080,14697,12145,10680,60116,4625,11760,10.68,23.48,7.1,26.17,9.6,1.15,17.31,1.13,23.9,86.91,1033.9,238.15,?
2.91,18.72,76.46,1.23,5.72,27.24,79.13,28.79,9.94,13889,15423,9147,8232,9585,6442,5530,13.81,27.44,6.97,33.57,12.19,7.51,14.59,4.92,35.1,82.21,3565.8,1444.58,6982.13
2.96,40.76,53.02,3.86,13.34,26.9,85.25,25.41,6.29,16520,17951,15057,8615,14113,13660,13339,5.98,28.39,6.38,33.32,8.82,5.45,17.03,3.95,25.2,80.59,7547,926.23,6080.67
2.9,6.14,91.22,2.03,1.47,27.73,87.53,19.34,3.72,15393,15403,14949,13194,16459,15163,11385,3.35,18.6,5.21,29.17,9.86,2.3,16.15,1.81,24.5,81.72,2234,285.38,3708.2
2.73,11.91,83.95,3.03,3.6,21.64,82.53,28.15,2.38,25448,26746,20019,49200,12139,19090,17549,3.21,12.26,3.45,29.52,6.66,1.57,21.89,1.17,26.9,78.53,5423.3,450.45,4659.2
2.47,1.22,97.54,0.9,0.57,22.27,75.35,31.84,2.66,15169,15328,10924,0,7002,2462,7363,4.02,24.42,3.26,22.46,7.62,0.5,7.81,0.45,23.9,89.92,691.2,123.17,5166.28
2.82,12.07,82.57,0.38,8.07,26.89,79.48,25.41,11.34,12703,12367,14346,15840,94005,8780,8216,13.7,24.24,8.32,28.52,10.82,3.05,12,2.86,26.6,92.74,355.3,?,2122.79
2.7,2.97,96.08,0.64,0.52,26.32,82.44,22.84,5.43,14134,14369,7993,11645,3054,16501,13921,7.4,20.22,3.68,23.98,11.29,1.96,15.41,1.36,24.1,87.03,661.4,203.33,3842.07
2.9,2.24,92.09,5.06,2.53,21.07,80.63,32.74,2.04,23052,23765,6198,0,18588,1022,11814,3,16.78,3.13,31.12,6.12,0.08,17.74,0.79,25.8,84.91,2756.1,384.21,2542.3
2.6,1.33,96.41,1.26,2.45,25.44,82.75,24.96,1.93,16904,16990,13692,0,16031,11666,13054,4.98,27.54,2.34,25.25,8.51,0.93,33.33,1.6,23,85.97,580.7,147.49,4285.48
2.99,3.14,94.45,1.51,4.35,27.04,84.67,22.1,3.55,16106,16052,17496,17185,15132,18354,15844,3.76,20.48,5.68,25.84,7.35,2,8.25,1.3,30.6,67.35,320.6,67.2,4227.9
2.66,1.63,92.86,5.09,0.87,21.33,86.35,25.83,1.55,21465,21799,26276,27652,14130,0,54648,1.08,12.21,2.8,20.89,6.97,0.26,8.16,0.76,24.3,68.26,1102.3,56.51,5085.98
3.06,1.18,90.88,7.64,2.22,21.65,87.41,20.96,1.28,31664,31902,19141,0,32909,4359,13426,0.73,10.09,4.11,25.99,4.48,0.51,15.03,0.54,24.7,68.63,531.1,85.9,2010.14
2.78,0.31,98.88,0.42,1.62,22.99,74.69,36.05,3.53,14878,14897,562,15479,38913,10114,15316,4.29,23.05,6.1,23.72,6.9,0.49,6.26,0.97,29.7,78.41,254.4,78.94,2719.18
2.81,2.03,96.07,1.75,0.67,23.6,78.9,32.9,2.35,20566,20785,18772,15376,12383,4681,11860,3.18,12.66,2.81,31.41,5.58,0.73,13.38,0.71,27.1,81.73,4805.5,76.92,1110.39
2.91,1.3,97.8,0.57,1.1,25.38,81.99,25.27,3.34,17316,17334,17872,5868,16964,250,19740,3.2,22.53,3.2,26.34,7.41,1.12,15.59,1.36,25.2,82.33,611.6,170.42,4004.92
2.81,2.84,93.55,3.18,1.35,26.81,91.04,15.37,1.17,19986,20103,22337,25836,14416,12352,15799,2.24,9.91,2.47,27.69,8.85,1,20.62,0.83,27.1,67.48,1153.7,182.6,2321.27
2.4,9.12,88.63,0.8,1.86,29.64,76.58,27.21,6.7,13790,13824,13370,7038,21190,9179,11348,11.91,18.64,5.34,34.11,11.13,2.52,8.08,2.17,28.5,81.16,1721,?,4356.7
2.48,1.05,97.91,0.61,1.16,21.51,69.84,41.54,6.22,12671,12735,9137,7029,11824,12729,10958,8.82,34.58,7.71,22.42,8.85,2.28,9.14,2,32.4,79.09,712.1,243.98,3373.53
3.17,4.42,93.96,1.01,1.51,26.63,88.78,17.42,2.94,14605,14865,10879,12874,9679,0,6898,2.78,20.26,3.36,27.1,8.37,2.19,17.01,1.45,29.5,81.36,291.8,131.59,2851.13
2.79,0.85,97.1,1.49,2.55,24.48,75.01,33.33,3.71,17305,17221,9359,5438,29278,14369,19471,4.92,21.2,5.01,27.63,7.66,0.95,9.73,1.27,30.5,79.32,1793.5,205.97,3743.02
3.12,0.48,98.48,0.93,0.4,26.36,81.35,25.8,2.56,14789,14945,7313,6934,7762,530,9064,3.6,17.66,2.94,27.06,5.73,0.81,20.95,1.03,23.2,93.72,2907.8,74,2429.14
2.86,3.26,91.39,4.63,2.67,24.31,93.61,12.84,1.04,22449,22650,21769,0,18989,19459,20020,1.33,8.55,3.46,25.58,7.54,0.83,17.84,1.08,24.6,65.48,508.5,32.29,1443.33
2.44,5.49,92.63,1.34,1.12,24.95,84.78,21.51,2.32,18522,18728,15063,35001,18586,9865,10586,2.8,12.58,2.06,26.32,9.87,0.93,16.53,0.73,22.3,77.83,1344.3,401.67,3549.73
3.19,1.1,90.42,8.1,1.94,24.83,90.84,21.51,2.23,29785,30197,16468,0,26432,9867,16910,0.79,11.91,4.7,28.38,5.23,0.05,17.13,0.98,24,81.81,798.4,37.13,2054.58
2.72,2.48,93.36,3.88,0.96,23.91,84.81,21.28,2.23,19370,19711,17055,50850,13089,6656,10243,2.75,12.43,2.64,27.1,8.09,1.2,16.72,1.02,26.3,78.7,1409.7,69.41,2151.58
2.89,0.29,97.97,1.2,0.96,29.87,88.24,18.12,2.47,19285,19282,17683,12673,22156,14226,16764,2.81,16.76,5.15,29.74,7.26,0.8,10.69,1.6,21.8,81.38,1352.1,?,2684.16
2.92,0.38,98.17,1.13,1.81,22.83,85.46,17.95,2.23,24516,24585,73636,0,19193,12091,22111,1.9,6.87,3.85,24.98,6.44,0.5,5.89,0.33,29.1,70.07,391.2,51.57,1366.51
2.77,0.37,98.81,0.42,0.78,27.96,88.86,15.87,3.3,13512,13544,24509,5433,7405,13333,9308,2.7,22.42,2.96,24.46,10.04,1.84,5.63,1.13,21,78.87,380.8,55.23,2351.27
2.6,0.77,97.83,0.99,1.29,24.15,80.54,24.72,2.3,16231,16138,14985,18675,21939,26015,17003,3.48,15.01,3.6,21.7,8.84,1.26,4.4,1.09,20,82.09,732.3,?,2724.32
2.82,18.26,78.71,1.79,2.69,28.21,79.33,34.03,3.13,18102,19065,13723,16226,30743,8791,10064,3.31,20.69,3.82,35.63,8,2.05,12.22,1.4,23.5,81.92,2151.6,216.31,5063.33
2.58,9.31,88.42,1.17,2.31,24.35,78.69,28.9,3.1,14636,14957,12362,6524,12549,10164,12523,6.6,23.65,3.75,28.01,10.31,1.14,3.34,0.83,23.9,87.42,1435.5,525.08,6706.01
2.94,0.51,95.7,3.47,1.73,21.71,83.79,28.23,1.66,25409,25464,28033,0,22561,55369,21588,1.01,11.35,2.03,28.12,4.75,0.4,9.83,0.62,32.2,87.55,1992.3,84.96,2473.33
2.6,2.35,97.3,0.19,0.49,22.72,69.18,36.98,7.65,11587,11671,9055,8571,0,0,8723,10.86,22.71,10.57,24.34,7.67,0.71,0,0.93,21.2,85.35,336.8,61.33,3451.9
2.55,0.43,96.08,2.64,4.68,24.45,76.2,37.57,4.36,17752,17927,18659,27000,12445,16550,18015,3.87,29.89,4.55,30.63,7.42,0.93,14.18,1.97,22.8,86.12,3792.6,178.33,3498.37
2.55,2.09,84.17,4.77,41.18,26.02,76.97,29.24,6.61,15744,16245,17778,16403,12928,11985,13292,9.49,35.46,7.69,31.73,10.91,3.89,17.32,7.47,24,81.55,8999.6,294.3,4128.14
2.7,2.39,91.74,5.56,1.24,20.08,84.95,21.59,1.49,45504,46066,43138,0,37973,21950,29406,1.42,4.35,2.08,24.3,5.61,0.21,16.23,0.46,22,83.9,1642.9,?,2955.73
2.65,3.01,95.4,1.06,1.17,27.64,82.36,23.35,4.33,16864,17117,10078,11024,15703,15595,13641,5.65,19.85,6.03,28.6,10.03,1.86,8.38,1.87,24.5,85.23,2939.4,?,3384.14
2.82,6.17,90.75,2.5,1.07,26,85.43,20.57,2.2,23917,25265,3097,36872,25581,13994,14789,1.58,10.94,3.19,33.04,10.29,1.21,18.44,0.78,23.7,75.26,1015.5,?,2872.72
2.87,1.21,96.68,1.47,2.55,23.35,84.71,25.15,2.68,17659,17576,10663,0,32244,16361,13348,2.88,18.25,2.87,23.68,6.28,0.79,3.85,0.58,21.6,76.36,1087.2,83.81,2675.85
2.99,2.58,81.9,14.72,2.66,23.64,91.29,11.58,2.52,30761,32707,14091,5000,22192,19972,18800,3.32,6,2.85,25.84,4.41,0.39,24,1.62,22.3,50.71,594.6,103.24,2641.81
2.61,6.44,86.37,5.34,5.43,27.07,89.33,15.2,2.26,21269,21860,17030,10763,19077,16662,13926,2.82,9.24,3.37,28.81,9.55,1.88,25.84,2.39,25.3,65.76,1378.1,95.76,1915.21
2.63,3.38,94.56,1.22,1.16,22.96,75.96,30.99,5.46,16881,16548,14600,10023,78927,6827,9798,6.61,15.89,5.11,22.73,9.68,1.01,10.13,1.17,25.2,88.63,695.4,?,1354.21
2.82,34.48,62.68,0.28,3.25,27.9,72.75,24.69,19.44,11346,12539,9542,5616,5929,7152,7309,23.38,28.86,14.01,31.7,13.7,8.09,2,4.45,35.1,92.24,774.3,?,5090.38
3.01,0.66,97.65,1.47,0.49,34.17,82.95,24.02,1.11,17698,17885,9219,2022,10140,9863,6256,1.75,10.82,3.42,33.44,6.14,0.41,23.65,0.34,21.9,65.61,973,66.3,1443.94
2.79,4.39,93.38,1.78,1.57,24.9,88.24,19.83,3.06,20589,20897,16218,29091,15984,9384,14698,1.98,10.41,2.23,28.84,6.97,2.24,28.13,0.6,23.9,75.84,1464.3,212.07,2974.44
2.56,3.67,86.07,6.01,10.06,27,81.67,29.24,4.21,16899,17322,13605,13600,15290,13021,14314,5.19,28.98,5.16,33.71,8.82,2.5,18.23,4.13,24.2,86.22,9872.2,485.98,4077.64
2.89,1.7,96.67,1.15,1.02,23.45,86.46,18.95,2.27,17355,17538,7033,0,24369,10088,12351,3.81,17.77,1.97,22.09,6.85,1.55,9.59,1,23.8,84.26,717.3,219.84,1190.8
2.77,0.9,98.61,0.34,0.36,25.53,73.58,33.48,6.09,11677,11748,1428,4994,1000,6499,5028,7.47,22.95,6.24,26.36,8.07,1.08,3.66,0.96,22.6,88.37,256.2,150.9,2422.37
2.59,0.85,95.76,0.55,3.43,25.51,82.54,23.05,5.94,15275,15363,11137,29316,0,8826,9363,6.52,15.44,4.53,24.96,11.46,1.22,0,1.86,22.3,68.52,303.2,?,2506.06
2.8,0.7,97.24,1.88,1,17.59,75.89,30.98,2.46,20404,20503,15781,9250,17868,29500,17050,1.79,20.14,2.65,20.9,6.21,0.96,10.24,0.38,25.5,85.52,1027.8,113.07,4485.25
3.03,1.08,89.25,9.32,1.86,21.76,87.19,25.03,2.27,34160,35558,14240,1527,22885,18967,21555,1.36,9.13,2.55,27.06,3.87,0.43,14.65,0.93,24.6,86.16,1850.4,85.15,3457.98
2.89,2.01,95.99,1.73,1.15,27.62,90.97,16.8,2.27,17671,17620,22762,0,14222,21721,14653,2.23,10.18,3.88,29.02,8.36,0.71,21.78,0.95,27.5,71.45,852.9,56.56,2108.75
2.42,1.15,97.12,1.45,1,21.93,78.18,27.96,3.1,19100,19140,12510,0,19965,30115,23499,3.52,22.09,2.32,23,9.97,0.51,15.55,0.55,24.3,81.18,614.6,316.14,2746.83
2.87,1.68,96.21,1.28,1.81,24.44,86.83,20.23,5.84,14994,15192,8103,26000,10217,8733,6342,7.54,21.33,2.54,21.3,8.04,3.19,26.22,0.95,26.4,83.48,661.1,159.55,1671.48
2.75,0.57,98.37,0.85,1.05,22.82,80.48,28.23,3.18,21005,21115,4268,16389,28090,1043,19196,2.09,15.89,4.45,28.24,8.01,0.91,7.03,0.75,28.5,87.61,638.3,80.26,2105.66
2.71,0.46,96.45,2.7,0.71,23.76,85.36,20.6,1.72,20380,20482,8776,3241,20587,9365,11918,2.06,9.55,2.13,22.72,7.68,0.5,16.6,0.73,21.6,71.41,1107.2,173.64,2295.86
2.71,6.88,88.67,3.66,2.19,28.9,85.15,20.2,4.59,15964,16405,11986,12030,14112,9192,9789,5.32,20.07,4.97,31.23,10.25,2.46,18.68,2.55,25.3,73.69,2745.7,361.82,4598.1
3.43,3.62,90.11,5.84,2.12,23.54,89.19,18.76,2.54,25349,26055,10379,78000,24527,16608,13434,2.77,9.5,3.89,28.46,4.05,2.02,14.26,0.52,30.6,73.73,882.6,167.41,1674.13
2.75,3.37,94.39,0.3,2.37,25.59,74.48,32.33,9.02,10383,10294,12631,11155,21818,4271,6571,12.29,27.43,9.63,24.73,10.88,3.06,0,2.39,31.5,92.43,620.3,?,5546.37
3.01,4.7,90.47,4.24,3.46,27.32,89.11,19.25,3.17,21916,22557,11076,26168,20345,29866,19330,1.59,14.19,3.28,31.58,6.64,0.76,13.01,0.95,27.3,70.13,619,85.1,3009.44
2.74,6.18,84.05,8.85,3.69,25.06,90.79,14.24,1.48,21881,22559,20205,23996,17351,12932,16986,2.94,10.22,3.5,26.99,8.25,1.27,20.33,1.57,24.3,70.86,607.7,141.42,2508.28
2.95,4.18,93.8,1.39,1.45,21.89,84.02,26.04,1.71,29397,30107,10170,17000,16735,125526,48684,1.81,11.44,2.15,30.76,5.73,0.32,6.19,0.38,31.3,85.05,192.4,444.97,7085.89
2.81,5.88,90.35,3.1,2.03,22.54,85.29,22.47,2.13,34754,36122,22320,44769,21613,6777,21974,3,9.03,2.75,28.22,6.55,0.53,25.38,0.46,24.7,76.27,1220.4,96.77,1437
2.95,0.18,98.8,0.44,1.18,25.55,81.91,23.92,3.93,15456,15502,0,11071,4857,7429,8179,4.24,18.49,5.93,24.3,7.93,0.91,4.79,1.3,21.5,77.64,586.4,?,1905.14
2.8,21.1,74.35,2.67,3.66,27.21,85.79,23.03,5.6,15924,16683,14588,15427,8158,9970,9167,4.95,22.02,4.56,31.1,11.02,6.42,16.89,3.26,23.1,84,892.5,439.32,4950.18
2.9,5.74,92.63,1.04,0.94,20.02,80.42,31.21,5.08,16048,16325,10613,22515,27232,3403,9839,4.97,22.79,3.91,21.95,8.94,1.81,14.8,0.99,26.9,87.54,402.5,243.53,3616.85
2.82,10.18,87.91,1.11,1.94,27.12,82.95,26.78,4.49,14678,14855,13583,9535,14450,8017,14531,5.22,26.5,5.09,30.66,9.68,2.15,12.39,1.8,25.5,80.6,1332.2,383.23,5637.86
1.94,3.27,95.79,0.48,1.97,10.55,31.68,76.39,2.91,14906,14949,13873,38800,10858,16057,12004,4.63,34.37,6.7,13.3,4.62,0.51,3.1,0.58,35.1,74.31,420.4,89.07,879.92
2.9,0.53,98.59,0.75,0.3,21.98,85.39,22.97,1.86,19940,19956,24466,0,16756,0,17849,2.54,13,3.23,23.04,5.64,0.47,0,0.48,24.4,87.34,937.4,107.37,1250.55
2.65,0.1,97.86,1.64,2.93,21.98,77.3,37.36,2.43,20422,20452,29857,68000,18765,15733,16195,1.81,19.18,4.08,28.29,5.6,0.22,5.84,0.42,24.7,89.91,3249.7,106.6,2072.09
2.89,11.4,83.6,3.4,4.99,26.94,89.92,19.87,2.93,19544,20553,13473,29228,17627,10156,19917,3.18,17.15,5.16,30.57,8.46,1.76,18.7,2.02,26.9,75.5,2957.6,297.32,3309.77
2.72,3.21,95.49,1.01,0.89,27.2,87.13,18.54,2.91,18134,18420,11747,0,14160,14170,13986,6.2,10.4,4.14,30.29,8.08,1.2,16.3,0.82,23.2,78.77,799.4,70.12,1843.04
2.63,1.01,97.15,1.52,0.87,22.19,78.3,28.86,1.77,18326,18423,17815,0,12976,9096,6349,2.61,15.13,2.61,21.96,7.73,1.43,9.38,0.5,26.6,85.46,1000.4,62.43,1050.88
2.52,0.46,99.03,0.34,0.48,23.11,70.57,34.21,7.33,11964,11947,8963,14789,20762,6550,14422,12.36,26.26,5.64,22.55,11.04,0.71,7.64,0.8,25.1,87.23,1049,253.7,2957.71
3.19,0.44,97.88,1.47,0.67,26.82,90.42,16.39,1.91,22373,22409,17747,76924,19723,17253,14542,1.55,8.68,2.76,28.28,4.66,0.5,5.58,0.36,32,81.3,1322.9,41.65,699.77
2.94,3.11,91.15,5.35,0.77,23.22,87.58,17.96,1.76,21818,21977,19877,43900,20403,13800,15904,1.28,12.41,2.09,26.32,6.39,0.86,18.96,0.8,24.4,79.38,1445.4,56.43,1644.5
3.19,2.52,96.09,1.05,1.14,28.02,78.05,29.02,2.37,22124,22562,7828,7000,20149,14235,14293,2.22,14.01,2.34,36.55,7.99,0.96,6.87,0.4,28.9,74.64,901.4,291.41,1328.27
2.46,2.84,93.48,1.89,3.39,23.68,74.6,29.17,3.76,17968,18088,13570,22566,22400,11650,13745,5.58,15.97,5.76,25.3,8.6,1.18,10.96,0.85,23.2,85.01,1475.7,?,4080.37
3.15,0.37,98.68,0.59,2.18,25.13,89.62,15.49,2.24,17509,17318,23989,0,34439,30377,17382,2.93,10.12,4.96,23.35,6.42,0.66,4,1.28,24.1,73.07,299.6,115.14,2118.64
3.07,0.86,95.09,3.41,3.74,25.46,85.12,27.69,3.28,17330,17233,20690,0,18437,22210,16341,2.61,20.92,5.12,29.21,6.27,0.87,7.01,1.11,32.2,84.68,3769.2,69.59,1317.85
2.65,0.14,99.53,0.27,0.26,20.52,70.8,37.85,5.9,11602,11617,3500,0,0,0,10000,9.05,30.9,6.44,29.72,7.27,0.94,11.49,0.72,25.7,93.79,814.9,178.97,3319.91
2.45,7.65,88.71,2,1.64,25.6,74.21,28.14,7.61,15724,15668,16293,6613,20257,12740,10791,9.98,22.16,7.05,26.99,12.89,1.81,8.64,1.72,24,90.92,1387.2,?,7307.04
2.56,1.76,92.73,4.7,3.27,23.42,79.62,31.74,3.15,19739,20020,19914,22800,15377,13750,14645,5.04,20.49,5.15,30.66,7.44,0.54,20.44,1.37,24.2,85.84,7771.9,279.55,2508.71
2.93,0.17,98.67,0.69,0.92,24.37,88.15,20.83,1.86,15044,15049,16962,11571,16507,0,20642,2.69,22.37,2.44,21.24,6.32,0.73,15.29,0.96,21.6,84.51,559.7,16.92,516.16
2.97,1.57,96.52,1.52,1.23,24.19,86.16,23.08,3.73,17479,17569,15157,12049,15758,13188,12993,3.52,15.07,3.53,27.81,7.81,1.02,8.05,0.93,25.2,83.38,2142.8,106.23,?
2.91,1.48,97.11,0.83,1.15,28.26,88.52,15.81,4.28,16424,16505,13284,17592,10273,11617,11482,4.31,15.58,5.38,26.28,9.34,1.25,5.58,2.3,22.6,77.91,896.1,?,4012.32
2.93,1.42,95.27,3.02,1.09,21.21,90.15,16.78,1.63,28853,28849,21489,58000,31869,6130,21241,1.8,5.62,2.95,23.49,5.72,0.39,11.14,0.36,22.8,71.56,1349.9,23.52,2014.66
2.88,1.6,92.63,5.07,2.53,24.76,90.14,20.41,2.54,26007,26200,16936,21015,27027,6727,16008,1.62,10.96,2.64,28.65,6.03,1.29,17.71,1.19,24.3,74.76,967.1,88.7,2500.79
2.92,3.16,92.98,3.58,1.72,36.41,79.04,27.46,3.22,28516,29243,9906,8333,27432,24256,15885,5.31,7.03,3.49,46.19,5.65,0.49,16.99,0.62,29,61.61,2013.5,58.23,1791.46
2.62,3.86,94.87,0.92,1.28,28.55,85.57,21.49,3.06,17276,17340,14565,6288,21284,20312,38203,5.25,20.42,3.88,29.53,10.44,2.66,10.89,1.53,23.8,81.26,1176.9,142.71,3110.08
3.15,3.07,92.84,3.58,2.73,22.53,80.22,29.06,2.35,20944,21325,14568,27400,19044,8432,13619,2.61,14.18,4.36,24.07,3.64,0.56,6.22,0.64,33.5,71.17,842.5,89.44,1595.59
2.92,13.95,83.5,1.84,1.38,25.13,86.84,18.97,3.67,15711,16735,10148,0,13882,12174,19944,6.69,16.76,3.05,28.04,11.61,3.93,22.94,1.58,26.1,77.55,1322,450.75,4179.64
2.64,3.6,85.09,10.14,4.15,28.31,89.21,17.5,2.54,22137,22897,21543,10330,17001,11871,16579,2.13,14.32,3.11,33.96,8.44,1.01,23.76,2.41,24.2,75.91,1958.2,148.57,2640.19
2.91,1.35,94.37,3.99,1.57,23.28,92.07,16.92,1.66,26630,26817,26311,40911,20753,44362,25839,1.68,10.31,3.85,25.85,6,0.29,8.7,0.48,24.7,67.82,518.8,76.9,1649.15
2.63,3.58,90.63,3.85,2.97,30.57,89.92,14.69,2.25,27731,29004,17092,6346,18305,10984,14395,3.52,10.36,3.98,34.13,7.91,1.36,24.4,1.18,24.6,74.39,666.1,80.24,2086.23
3,0.26,97.86,1.63,2.03,25.11,84.76,27.37,2.55,20888,21044,24163,0,13771,12398,20436,1.37,14.61,3.62,29.64,5.42,0.38,17.95,0.7,28.6,84.47,1760.6,112.75,2322.61
2.7,6.47,85.13,7.81,1.93,24.24,88.39,14.73,2.21,24962,25387,22324,14318,23065,18643,16272,3.6,12.19,2.43,28.99,8.77,0.71,16.69,1.15,25.1,66.65,2043.5,269.6,4821.63
